Codebase,Checker,Path,Line,Message,tool
zeek,constParameter,src/3rdparty/sqlite3.c,124328,Parameter 'aChange' can be declared as pointer to const,cppcheck
zeek,constParameter,src/3rdparty/sqlite3.c,124712,Parameter 'pChanges' can be declared as pointer to const,cppcheck
zeek,constParameter,src/3rdparty/sqlite3.c,127588,Parameter 'aToOpen' can be declared as pointer to const,cppcheck
zeek,constParameter,src/3rdparty/sqlite3.c,129733,Parameter 'xInit' can be declared as pointer to const,cppcheck
zeek,constParameter,src/3rdparty/sqlite3.c,133746,Parameter 'pSchema' can be declared as pointer to const,cppcheck
zeek,constParameter,src/3rdparty/sqlite3.c,145020,Parameter 'pIdx' can be declared as pointer to const,cppcheck
zeek,constParameter,src/3rdparty/sqlite3.c,145706,Parameter 'db' can be declared as pointer to const,cppcheck
zeek,redundantCondition,src/3rdparty/sqlite3.c,58822,Redundant condition: The condition 'pgno <= 1' is redundant since 'pgno == 0' is sufficient.,cppcheck
zeek,constParameter,src/3rdparty/sqlite3.c,40088,Parameter 'p' can be declared as pointer to const,cppcheck
zeek,constVariable,auxil/broker/include/broker/status_subscriber.hh,72,Variable 'msg' can be declared as reference to const,cppcheck
zeek,constParameter,auxil/broker/caf/libcaf_core/caf/span.hpp,56,Parameter 'last' can be declared as pointer to const,cppcheck
zeek,constParameter,auxil/highwayhash/highwayhash/robust_statistics.h,79,Parameter 'end' can be declared as pointer to const,cppcheck
zeek,uselessAssignmentArg,src/Reassem.cc,344,Assignment of function parameter has no effect outside the function.,cppcheck
zeek,constParameter,src/Reassem.cc,119,Parameter 'hint' can be declared as pointer to const,cppcheck
zeek,constVariable,auxil/broker/src/topic.cc,28,Variable 'component' can be declared as reference to const,cppcheck
zeek,constParameter,auxil/zeek-aux/adtrace/adtrace.c,17,Parameter 'endp' can be declared as pointer to const,cppcheck
zeek,constParameter,auxil/zeek-aux/adtrace/adtrace.c,40,Parameter 'endp' can be declared as pointer to const,cppcheck
zeek,constParameter,src/3rdparty/ConvertUTF.c,167,Parameter 'targetEnd' can be declared as pointer to const,cppcheck
zeek,constParameter,src/3rdparty/ConvertUTF.c,216,Parameter 'targetEnd' can be declared as pointer to const,cppcheck
zeek,constParameter,src/3rdparty/ConvertUTF.c,270,Parameter 'targetEnd' can be declared as pointer to const,cppcheck
zeek,constParameter,src/3rdparty/ConvertUTF.c,340,Parameter 'targetEnd' can be declared as pointer to const,cppcheck
zeek,constParameter,src/3rdparty/ConvertUTF.c,564,Parameter 'targetEnd' can be declared as pointer to const,cppcheck
zeek,constParameter,src/3rdparty/ConvertUTF.c,637,Parameter 'targetEnd' can be declared as pointer to const,cppcheck
zeek,constParameter,auxil/c-ares/src/lib/ares_gethostbyname.c,226,Parameter 'channel' can be declared as pointer to const,cppcheck
zeek,constParameter,auxil/broker/caf/libcaf_core/caf/optional.hpp,288,Parameter 'x' can be declared as pointer to const,cppcheck
zeek,constVariable,auxil/broker/caf/libcaf_core/src/detail/base64.cpp,35,Variable 'buf' can be declared as const array,cppcheck
zeek,constVariable,auxil/broker/include/broker/alm/routing_table.hh,171,Variable 'path' can be declared as reference to const,cppcheck
zeek,constParameter,auxil/broker/include/broker/alm/routing_table.hh,353,Parameter 'kvp' can be declared as reference to const,cppcheck
zeek,constParameter,build/auxil/bifcl/bif_parse.cc,1080,Parameter 'yytop' can be declared as pointer to const,cppcheck
zeek,constParameter,build/auxil/bifcl/bif_parse.cc,1252,Parameter 'yyssp' can be declared as pointer to const,cppcheck
zeek,redundantInitialization,build/auxil/bifcl/bif_lex.cc,1330,Redundant initialization for 'c'. The initialized value is overwritten before it is read.,cppcheck
zeek,constParameter,auxil/broker/caf/libcaf_core/src/detail/ripemd_160.cpp,154,Parameter 'X' can be declared as pointer to const,cppcheck
zeek,uselessAssignmentPtrArg,build/auxil/spicy/spicy/3rdparty/justrx/justrx/autogen/re-scan.c,2300,Assignment of function parameter has no effect outside the function. Did you forget dereferencing it?,cppcheck
zeek,redundantInitialization,build/auxil/spicy/spicy/3rdparty/justrx/justrx/autogen/re-scan.c,1452,Redundant initialization for 'c'. The initialized value is overwritten before it is read.,cppcheck
zeek,duplicateExpression,auxil/broker/include/broker/span.hh,157,Same expression on both sides of '-'.,cppcheck
zeek,constVariable,auxil/gen-zam/src/Gen-ZAM.cc,129,Variable 'arg_i' can be declared as reference to const,cppcheck
zeek,constVariable,auxil/gen-zam/src/Gen-ZAM.cc,156,Variable 'name' can be declared as reference to const,cppcheck
zeek,constVariable,auxil/gen-zam/src/Gen-ZAM.cc,894,Variable 'tn' can be declared as reference to const,cppcheck
zeek,constVariable,auxil/gen-zam/src/Gen-ZAM.cc,1357,Variable 'ei' can be declared as reference to const,cppcheck
zeek,constVariable,auxil/gen-zam/src/Gen-ZAM.cc,1545,Variable 'etn' can be declared as reference to const,cppcheck
zeek,constVariable,auxil/gen-zam/src/Gen-ZAM.cc,1745,Variable 'et' can be declared as reference to const,cppcheck
zeek,constVariable,auxil/gen-zam/src/Gen-ZAM.cc,2090,Variable 'gfn' can be declared as reference to const,cppcheck
zeek,constVariable,auxil/gen-zam/src/Gen-ZAM.cc,2128,Variable 'gf' can be declared as reference to const,cppcheck
zeek,constVariable,auxil/gen-zam/src/Gen-ZAM.cc,2137,Variable 'desc' can be declared as reference to const,cppcheck
zeek,redundantInitialization,build/src/re-scan.cc,1831,Redundant initialization for 'c'. The initialized value is overwritten before it is read.,cppcheck
zeek,unassignedVariable,auxil/spicy/spicy/3rdparty/justrx/src/tests/testregex.c,1144,Variable 'pat' is not assigned a value.,cppcheck
zeek,constVariable,auxil/broker/tests/benchmark/broker-fan-out.cc,330,Variable 'x' can be declared as reference to const,cppcheck
zeek,constParameter,src/Pipe.cc,92,Parameter 'arg_fds' can be declared as pointer to const,cppcheck
zeek,uselessAssignmentPtrArg,build/auxil/spicy/spicy/3rdparty/justrx/justrx/autogen/re-parse.c,1027,Assignment of function parameter has no effect outside the function. Did you forget dereferencing it?,cppcheck
zeek,constParameter,build/auxil/spicy/spicy/3rdparty/justrx/justrx/autogen/re-parse.c,717,Parameter 'yytop' can be declared as pointer to const,cppcheck
zeek,constParameter,build/auxil/spicy/spicy/3rdparty/justrx/justrx/autogen/re-parse.c,889,Parameter 'yyssp' can be declared as pointer to const,cppcheck
git,MSC12-C,git.c,440,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,am.c,313,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,am.c,314,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,am.c,315,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,am.c,357,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,am.c,477,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,am.c,530,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,am.c,1288,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,am.c,1291,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,am.c,1294,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,am.c,1297,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,am.c,1350,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,am.c,1357,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,am.c,1364,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,am.c,1367,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,am.c,1689,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,am.c,1724,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,am.c,1896,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,am.c,2100,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,bisect--helper.c,228,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,bisect--helper.c,942,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,bisect--helper.c,1031,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,bisect--helper.c,1197,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,bisect--helper.c,1215,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,bisect--helper.c,1221,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,bisect--helper.c,1229,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,branch.c,183,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,branch.c,187,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,branch.c,252,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,branch.c,266,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,branch.c,459,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,cat-file.c,351,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,check-attr.c,101,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,checkout.c,768,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,clone.c,668,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,commit-tree.c,32,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,commit.c,1080,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,config.c,121,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,config.c,340,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,config.c,362,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,config.c,654,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,config.c,745,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,config.c,750,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,config.c,763,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,config.c,769,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,config.c,775,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,config.c,808,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,diff-tree.c,80,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,env--helper.c,67,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,env--helper.c,82,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,fast-import.c,327,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,fast-import.c,1642,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,fast-import.c,2224,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,fast-import.c,3241,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,fetch.c,338,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,fetch.c,1727,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,fetch.c,1983,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,fetch.c,2202,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,fetch.c,2218,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,for-each-ref.c,64,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,for-each-ref.c,68,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,fsck.c,324,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,fsck.c,482,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,fsck.c,532,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,fsck.c,539,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,fsck.c,647,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,fsck.c,746,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,fsck.c,785,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,fsck.c,933,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,fsck.c,944,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,gc.c,904,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,gc.c,934,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,gc.c,1050,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,gc.c,1067,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,gc.c,1336,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,gc.c,1418,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,gc.c,1423,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,gc.c,2351,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,gc.c,2372,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,gc.c,2377,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,gc.c,2407,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,gc.c,2412,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,hash-object.c,142,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,index-pack.c,799,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,index-pack.c,852,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,index-pack.c,970,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,index-pack.c,1055,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,log.c,683,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,log.c,1108,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,mailsplit.c,126,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,mailsplit.c,191,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,mailsplit.c,196,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,mailsplit.c,230,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,mailsplit.c,252,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,mailsplit.c,341,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,mailsplit.c,350,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,mailsplit.c,360,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge.c,734,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge.c,1621,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,mv.c,472,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,name-rev.c,607,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes.c,322,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes.c,374,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes.c,429,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes.c,507,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes.c,515,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes.c,519,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes.c,596,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes.c,663,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes.c,805,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes.c,810,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes.c,813,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes.c,834,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes.c,965,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes.c,987,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes.c,1020,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,pack-objects.c,581,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,pack-objects.c,592,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,pack-objects.c,1001,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,pack-objects.c,1019,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,pack-objects.c,1029,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,pack-objects.c,1190,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,pack-objects.c,2007,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,pack-objects.c,2016,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,pack-objects.c,3701,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,pack-objects.c,3715,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,pack-objects.c,3730,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,pack-objects.c,3731,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,pack-objects.c,3938,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,prune.c,85,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,pull.c,723,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,push.c,396,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,rebase.c,690,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,rebase.c,1793,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,receive-pack.c,1498,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,receive-pack.c,1545,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,remote.c,198,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,remote.c,716,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,remote.c,725,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,remote.c,879,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,remote.c,1099,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,remote.c,1573,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,remote.c,1598,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,remote.c,1630,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,remote.c,1701,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,remote.c,1777,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,replace.c,116,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,replace.c,126,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,replace.c,278,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,replace.c,300,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,reset.c,100,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,revert.c,169,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,shortlog.c,429,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,shortlog.c,434,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,sparse-checkout.c,366,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,submodule--helper.c,1474,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,tag.c,103,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,unpack-objects.c,131,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,unpack-objects.c,513,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,update-index.c,691,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,update-index.c,697,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,upload-archive.c,114,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,worktree.c,327,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,worktree.c,1084,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,advice.c,212,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,apply.c,1388,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,apply.c,1401,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,apply.c,1566,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,apply.c,1995,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,apply.c,2194,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,apply.c,2322,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,apply.c,3247,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,apply.c,3727,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,apply.c,3890,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,apply.c,4750,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,apply.c,4771,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,apply.c,4928,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,apply.c,4961,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,apply.c,4985,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,attr.c,936,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,blame.c,588,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,blame.c,665,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,blame.c,1101,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,blame.c,1101,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,blame.c,1765,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,blame.c,1769,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,blame.c,2588,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,branch.c,177,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,bundle.c,246,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,bundle.c,357,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,bundle.c,540,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,cache-tree.c,261,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,cbtree.c,36,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,chunk-format.c,117,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,chunk-format.c,126,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,chunk-format.c,133,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,chunk-format.c,147,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,column.c,186,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,combine-diff.c,1055,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,commit-graph.c,250,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,commit-graph.c,281,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,commit-graph.c,285,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,commit-graph.c,289,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,commit-graph.c,344,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,commit-graph.c,351,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,commit-graph.c,358,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,commit-graph.c,373,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,commit-graph.c,1819,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,commit-graph.c,1850,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,commit-graph.c,1864,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,commit-graph.c,1869,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,commit-graph.c,1963,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,commit-graph.c,1979,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,commit-graph.c,2000,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,commit-graph.c,2396,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,commit.c,205,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,commit.c,665,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,commit.c,665,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,terminal.c,233,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,convert.c,412,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,convert.c,479,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,convert.c,777,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,convert.c,830,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,convert.c,837,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,convert.c,932,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,convert.c,935,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,convert.c,1446,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,delta-islands.c,23,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,diagnose.c,291,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,diff-delta.c,292,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,diff-lib.c,33,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,diff-lib.c,359,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,diff.c,337,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,diff.c,1966,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,diff.c,2094,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,diff.c,2277,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,diff.c,2550,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,diff.c,3206,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,diff.c,6059,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,diffcore-rename.c,866,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,diffcore-rename.c,960,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,diffcore-rename.c,1009,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,diffcore-rename.c,1241,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,diffcore-rename.c,1296,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,diffcore-rename.c,1314,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,diffcore-rename.c,1403,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,diffcore-rename.c,1496,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,diffcore-rename.c,1591,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,dir.c,593,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,dir.c,1342,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,dir.c,1605,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,dir.c,1953,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,dir.c,3066,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,entry.c,212,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,entry.c,258,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,ewah_bitmap.c,116,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,ewah_bitmap.c,170,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,ewah_bitmap.c,175,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,ewah_bitmap.c,176,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,ewah_bitmap.c,177,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,ewah_bitmap.c,180,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,ewah_bitmap.c,183,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,ewah_bitmap.c,184,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,ewah_bitmap.c,208,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,ewah_bitmap.c,342,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,ewah_bitmap.c,347,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,fetch-pack.c,1077,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,fetch-pack.c,1077,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,fetch-pack.c,2084,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,fsck.c,99,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,fsck.c,1228,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,fsmonitor.c,364,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,gpg-interface.c,334,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,gpg-interface.c,452,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,gpg-interface.c,461,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,gpg-interface.c,481,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,gpg-interface.c,1015,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,gpg-interface.c,1027,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,gpg-interface.c,1033,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,gpg-interface.c,1053,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,graph.c,319,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,graph.c,880,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,graph.c,886,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,graph.c,938,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,graph.c,1109,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,graph.c,1187,Detect and remove code that has no effect,rosecheckers
